Paragraph_Num,Section,Section_Name,Header,Sub_Header,Sub_sub_head,Paragraph,Summary_Sentence,Tags
138,"III, E, 3",DISCUSSION,Codifying an Enforceable Rule to Protect the Open Internet That Is Not Common Carriage Per Se,Potential Safe Harbors,,"Some have suggested that the Commission go even beyond the requirements of the Open 
Internet Order to impose flat bans on pay-for-priority service.273 We seek comment on these suggestions, 
including whether all pay-for-priority practices, or some of them, could be treated as per se violations of 
the commercially reasonable standard or under any other standard based on any source of legal 
authority.274 We emphasize that section 706 could not be used to reach some conduct under this judicially
recognized approach to circumvent the principle that the proposed rules will not, in any circumstances, 
constitute common carriage per se. If the Commission were to ultimately rely on a source of authority 
other than section 706 to adopt a legal standard for broadband provider practices, such as Title II, we seek 
comment on whether and, if so, how we should prohibit all, or some, pay-for-priority arrangements, 
consistent with our authority, to protect and promote Internet openness. ","Should the FCC go beyond the requirements of the Open Internet Order and ban pay-for-priority access? If so, how could it do so legally? ",
139,"III, E, 3",DISCUSSION,Codifying an Enforceable Rule to Protect the Open Internet That Is Not Common Carriage Per Se,Potential Safe Harbors,,"Similar to the approach of identifying practices ex ante that would not satisfy the 
commercially reasonable legal standard, the Commission may be able to identify specific services that 
would be treated separately from the application of the commercially reasonable legal standard. We seek 
comment on this approach and how the services below should be considered under such an approach.",Should the FCC identify services that would be treated seperately from the commercially reasonable legal standard?,
140,"III, E, 3",DISCUSSION,Codifying an Enforceable Rule to Protect the Open Internet That Is Not Common Carriage Per Se,Potential Safe Harbors,,"Application to Mobile Broadband. The Commission chose not to apply its no 
unreasonable discrimination rule to mobile broadband providers in 2010 based on considerations 
including the rapidly evolving nature of mobile technologies, the increased amount of consumer choice in 
mobile broadband services, and operational constraints that put greater pressure on the concept of 
reasonable network management for mobile broadband services.275 We have tentatively concluded that 
we will continue that approach in the proposed rules.276 Alternatively, should the Commission account 
for different characteristics of mobile service as a factor in its application of the commercially reasonable 
standard, subject to mobile providers’ reasonable network management? How would maintaining our 
previous approach for mobile broadband affect end users across different demographic groups, including 
end users who rely solely on mobile broadband for Internet access?277",Application to Mobile Broadband: The FCC did not make the unreasonable discrimination rule apply to mobile broadband providers in 2010 and probably will not do so again. Should the FCC reconsider?,
141,"III, E, 3",DISCUSSION,Codifying an Enforceable Rule to Protect the Open Internet That Is Not Common Carriage Per Se,Potential Safe Harbors,,"Non-exclusive, non-affiliated agreements. AT&T has suggested that the Commission
exclude from its review of particular practices any agreement between a broadband provider and an edge
provider if the agreement is not exclusive and if the edge provider is not an affiliate of the broadband 
provider. AT&T explains that subjecting broadband providers to case-by-case scrutiny in such cases 
“would unnecessarily impede efficient and pro-consumer arms-length commercial dealings.”278 We seek comment on whether this approach should be adopted to limit the scope of the commercially reasonable 
standard and whether it could be made consistent with the protections afforded by the rule.","Non-exclusive, non-affiliated aggreements. AT&T wants the FCC to ignore agreements between broadband providers and edge providers if they're non-exclusive.",
142,"III, F",DISCUSSION,Legal Authority,,,"In this Notice, we propose to adopt rules to protect and promote the open Internet. For 
the reasons set forth below, we believe we have ample authority to do so.279 We propose that the 
Commission exercise its authority under section 706, consistent with the D.C. Circuit’s opinion in 
Verizon v. FCC, to adopt our proposed rules. We also seek comment on the nature and the extent of the 
Commission’s authority to adopt open Internet rules relying on Title II, and other possible sources of 
authority, including Title III. Additionally, we seek comment on the Commission's authority under any of 
the legal theories discussed below to address any transition or implementation issues associated with any 
open Internet rules adopted in this proceeding, such as the effect on existing agreements.280",The FCC proposes new rules for the Internet and says it has the authority to do so.,
143,"III, F, 1",DISCUSSION,Legal Authority,Section 706,,"We seek comment on our authority under section 706.281 We interpret sections 706(a) 
and (b) as independent and overlapping grants of authority that give the Commission the flexibility to 
encourage deployment of broadband Internet access service through a variety of regulatory methods, 
including removal of barriers to infrastructure investment and promoting competition in the 
telecommunications market, and, in the case of section 706(b), giving the Commission the authority to act 
swiftly when it makes a negative finding of adequate deployment.282 The rules we propose today would 
be authorized by sections 706(a) and (b) because they would “encourage the deployment” of advanced 
telecommunications capability by promoting competition in the telecommunications market and removing 
barriers to infrastructure investment.283 We also seek comment on the relevant differences between sections 706(a) and (b) and how, if at all, those differences should impact our exercise of authority 
here.284 ",Various laws give the FCC authority to encourage and regulate broadband Internet access service.,
144,"III, F, 1",DISCUSSION,Legal Authority,Section 706,,"To the extent that we rely on our authority under section 706(b), we seek comment on 
how we should treat the existence of and the findings in the Commission’s Broadband Progress Reports 
for the purposes of this proceeding. Could and should the Commission incorporate findings that satisfy 
section 706(b) in this proceeding? Finally, we seek comment on the extent to which the disparity between 
metropolitan areas and rural deployment of broadband or within metropolitan areas should impact our 
conclusions as to whether advanced telecommunications capability is being reasonably and timely 
deployed.",How should the FCC's Broadband Progress Reports affect these proposals? What is the broadband service disparity between metropolitan areas and rural areas? ,
145,"III, F, 1",DISCUSSION,Legal Authority,Section 706,,"We also seek comment on how to construe the specific terms and definitions in section 
706. For example, “advanced telecommunications capability” is defined “without regard to any 
transmission media or technology, as high-speed, switched, broadband telecommunications capability that 
enables users to originate and receive high-quality voice, data, graphics, and video telecommunications 
using any technology.”285 It is clear that broadband Internet access service is such “advanced 
telecommunications capability,” but we also seek comment on what other broadband-enabled services 
may fall within the definition of “advanced telecommunications capability.”286 Should the Commission 
interpret the term “advanced telecommunications capability” to require that certain practices accompany a 
broadband provider’s deployment to ensure that end users receive “high-speed, switched, broadband 
telecommunications capability that enables users to originate and receive high-quality voice, data, 
graphics, and video telecommunications?” In addition, we note that Congress did not define 
“deployment.” We believe Congress intended this term to be construed broadly, and thus, consistent with 
precedent, we have interpreted it to include the extension of networks as well as the extension of the 
capabilities and capacities of those networks.287 
",Should the FCC reconsider specific terms and definitions in its proposals? ,
146,"III, F, 1",DISCUSSION,Legal Authority,Section 706,,"In section 230(b) of the Communications Act, Congress also set forth statutory 
“polic[ies] of the United States”: to “promote the continued development of the Internet,” to promote 
“technologies which maximize user control over what information is received” over the Internet, and to 
“preserve the vibrant and competitive free market that presently exists for the Internet, unfettered by 
Federal or State regulation.”288 We continue to believe the Commission’s interpretation of section 706 is 
bolstered by these congressional policies.289 We seek comment on how the Commission should read 
section 230(b) in exercising its section 706 authority.","When Congress passed the Communications Act, it the law was to promote the continued development of the internet and preserve the free market that currently exists there. ",
147,"III, F, 1",DISCUSSION,Legal Authority,Section 706,,"We also seek comment generally on how the court’s decision in Verizon v. FCC should 
inform our exercise of legal authority.290 The D.C. Circuit upheld the Commission’s interpretation of its 
authority under section 706,291 concluding that the factual predicate that the Commission had laid 
justifying its regulations was reasonable and that such a factual predicate was reasonably linked to the 
Commission’s exercise of authority.292 However, because the court determined that the Commission’s 
no-blocking and anti-discrimination rules impermissibly regulated broadband providers as common 
carriers, the court vacated those rules, and remanded for further proceedings consistent with the 
opinion.293 We seek comment generally on how the court’s Verizon decision should impact our exercise 
of authority here.294 Are there principles raised in Judge Silberman’s separate opinion concurring in part 
and dissenting in part that are relevant to our exercise of authority as to the new rules proposed, or upon 
which we otherwise seek comment, here?",How does the D.C. Circuit's decision in Verizon v. FCC affect the Commission's legal authority? ,
148,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"We seek comment on whether the Commission should rely on its authority under Title II 
of the Communications Act, 295 including both (1) whether we should revisit the Commission’s 
classification of broadband Internet access service as an information service and (2) whether we should separately identify and classify as a telecommunications service a service that “broadband providers . . . furnish to edge providers.”296 For either of these possibilities, we seek comment on whether and how the 
Commission should exercise its authority under section 10 (or section 332(c)(1) for mobile services) to 
forbear from specific obligations under the Act and Commission rules that would flow from the 
classification of a service as telecommunications service. ",Should the FCC rely on its authority under the Communications Act? Should the FCC classify broadband Internet access service as an information service or as a service that broadband providers furnish to edge providers?,
149,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"Title II—Revisiting the Classification of Broadband Internet Access Service. In a series 
of decisions beginning in 2002, the Commission has classified broadband Internet access service offered 
over cable modem,297 DSL and other wireline facilities,298 wireless facilities,299 and power lines300 as an 
information service, which is not subject to Title II and cannot be regulated as common carrier service.301 
In 2010, following the D.C. Circuit’s Comcast decision, the Commission issued a Notice of Inquiry (2010 
NOI) that, among other things, asked whether the Commission should revisit these decisions and classify 
a telecommunications component service of wired broadband Internet access service as a 
“telecommunications service.”302 The Commission also asked whether it should similarly alter its 
approach to wireless broadband Internet access service, noting that section 332 requires that wireless 
services that meet the definition of “commercial mobile service”303 be regulated as common carriers under Title II.304 In response, the Commission received substantial comments on these issues. We now 
seek further and updated comment on whether the Commission should revisit its prior classification 
decisions and apply Title II to broadband Internet access service (or components thereof). How would 
such a reclassification approach serve our goal to protect and promote Internet openness? What would be 
the legal bases and theories for particular open Internet rules adopted pursuant to such an approach? 
Would reclassification and applying Title II for the purpose of protecting and promoting Internet 
openness impact the Commission’s overall policy goals and, if so, how? ",The FCC has modified the classification of broadband Internet access services before.Would a reclassification help? ,
150,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"What factors should the Commission keep in mind as it considers whether to revisit its 
prior decisions? Have there been changes to the broadband marketplace that should lead us to reconsider 
our prior classification decisions? To what extent is any telecommunications component of that service 
integrated with applications and other offerings, such that they are “inextricably intertwined” with the 
underlying connectivity service?305 Is broadband Internet access service (or any telecommunications 
component thereof) held out “for a fee directly to the public, or to such classes of users as to be 
effectively available directly to the public?”306 If not, should the Commission compel the offering of such 
functionality on a common carrier basis even if not offered as such? For mobile broadband Internet 
access service, does that service fit within the definition of “commercial mobile service”?307 We also note 
that on May 14, 2014, Representative Henry Waxman, Ranking Member of the Committee on Energy and 
Commerce of the U.S. House of Representatives, sent a letter to Chairman Wheeler proposing an 
approach to protecting the open Internet whereby the Commission would proceed under section 706 but 
use Title II as a “backstop authority.”308 We seek comment on the viability of that approach.",What should the FCC consider before revisiting prior decisions? ,
151,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"Title II—Classification of the Broadband Providers’ Service to Edge Providers. Separate 
from the reclassification of “broadband Internet access service,” we seek comment on how the 
Commission should consider broadband providers’ service to edge providers and whether that service (or 
some portion of it) is subject to Title II regulation. As mentioned above, in Verizon, the D.C. Circuit 
stated that “broadband providers furnish a service to edge providers, thus undoubtedly functioning as edge providers’ ‘carriers.’”309 We understand such service to include the flow of Internet traffic on the 
broadband providers’ own network, and not how it gets to the broadband providers’ networks. The 
Commission in the Open Internet Order understood the 2010 rules to regulate “broadband Internet access 
service,” which the Commission classified as an information service. That service, however, is by 
definition a “mass-market retail service” providing the capability to send and receive data from “all 
Internet end points.”310 Does the “service” contemplated by the court between broadband providers and 
edge providers fit that definition? We seek comment on whether and, if so how, the Commission should 
separately identify and classify a broadband service that is furnished by broadband providers’ to edge 
providers in order to protect and promote Internet openness. ",Are broadband provider's service to edge providers subject to Title II regulation? ,
152,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"Some have made proposals suggesting that the Commission could apply Title II to such 
services to achieve our open Internet objectives. For example, on May 5, 2014, Mozilla filed a petition 
requesting that the Commission (1) recognize remote delivery services in terminating access networks; 
(2) classify these services as “telecommunications services” under Title II of the Act; and (3) forbear from 
any “inapplicable or undesirable provisions of Title II” for such services.311 Mozilla states that, unlike the 
end-user facing broadband services the Commission has classified as information services, the
Commission has not classified the service that broadband Internet providers to remote endpoints, 
particularly to entities not in privity with the broadband provider.312 These services, Mozilla argues, can 
and should be classified as telecommunications services, subject to whatever Title II regulations the 
Commission deems appropriate.313 Similarly, academics from Columbia University have submitted an 
alternate proposal to classify Internet-facing services that a broadband provider offers.314 This theory 
would split broadband Internet access service into two components: first, the subscriber’s “request [for] 
data from a third-party provider; and second, the content provider’s response to the subscriber.”315 The 
proposal would classify the latter “sender-side” traffic, sent in response to a broadband provider’s 
customer’s request as a telecommunications service, subject to Title II.316 According to the proposal, this 
is a stand-alone offer of telecommunications—transmission between points specified by the end-user.317 
We seek comment on these proposals and other suggestions for how the Commission could identify and 
classify such services and apply Title II to achieve our goals of protecting and promoting Internet 
openness.","How can the FCC apply Title II to ""telecommunications services?"" ",
153,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"Title II—Forbearance. If the Commission were to reclassify broadband Internet access 
service as described above or classify a separate broadband service provided to edge providers as a 
“telecommunications service,” such a service would then be subject to all of the requirements of the Act 
and Commission rules that would flow from the classification of a service as a telecommunications 
service or common carrier service. Should the Commission take such an approach, we seek comment on 
the extent to which forbearance from certain provisions of the Act or our rules would be justified in order 
to strike the right balance between minimizing the regulatory burden on providers and ensuring that the 
public interest is served.318 For mobile broadband services, we seek comment on whether and how the 
Commission should apply section 332(c)(1) in addition to section 10 forbearance.319","If the FCC reclasified broadband Internet access service as a ""telecommunications service,"" would it be justified? ",
154,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"In the 2010 NOI, the Commission contemplated that, if it were to classify the Internet 
connectivity component of broadband Internet access service, it would forbear from applying all but a 
handful of core statutory provisions—sections 201, 202, 208, and 254—to the service.320 In addition, the 
Commission identified sections 222 and 255 as provisions that could be excluded from forbearance, 
noting that they have “attracted longstanding and broad support in the broadband context.”321 We 
received considerable comment in that proceeding and seek further and updated comment.322 
Commenters should list and explain which provisions should be exempt from forbearance and which 
should receive it in order to protect and promote Internet openness. Commenters should also detail which 
services should receive forbearance, list the provisions from which they believe the Commission should 
forbear, and provide justification for the forbearance. Commenters should also define the relevant 
geographic and product markets in which the services or providers should receive forbearance. ",Which provisions should be exempt from forbearance?,
155,"III, F, 2",DISCUSSION,Legal Authority,Title II,,"For mobile broadband services, we also seek comment on the extent to which forbearance 
should apply, if the Commission were to classify mobile broadband Internet access service as a CMRS 
service subject to Title II. The 2010 NOI also asked whether the Commission could and should apply 
section 332(c)(1) as well as section 10 in its forbearance analysis for mobile services.323 We received 
considerable comment in that proceeding and seek further and updated comment here. ",FCC seeks to classify mobile broadband Internet access services as a CMRS service subject to Title II.,
156,"III, F, 3",DISCUSSION,Legal Authority,Other Sources of Authority,,"Title III. We further seek comment on the Commission’s authority to adopt open Internet 
rules for mobile broadband services under Title III of the Communications Act. The Supreme Court has 
found that Title III endows the Commission with “expansive powers” and a “comprehensive mandate to ‘encourage the larger and more effective use of radio in the public interest.’”324 Section 303 of the Act, in 
particular, authorizes the Commission to exercise its authority as “the public interest, convenience, and 
necessity requires” to “[p]rescribe the nature of the service to be rendered by each class of licensed 
stations and each station within any class,” and to establish obligations, not inconsistent with law, as may 
be necessary to carry out the provisions of the Act .325 It further directs the Commission to “generally 
encourage the larger and more effective use of radio in the public interest.”326 Likewise, section 316 of 
the Act authorizes the Commission to adopt “new conditions on existing licensees” when taking such 
action will “promote the public interest, convenience, and necessity.”327 The Commission may exercise 
this authority on a license-by-license basis or through a rulemaking,328 even if the affected licenses were 
awarded at auction.329",Comment is sought on the FCC's authority to adopt oen Internet rules for mobile broadband services.,
157,"III, F, 3",DISCUSSION,Legal Authority,Other Sources of Authority,,"We find that these provisions provide authority for the Commission to adopt open 
Internet rules for mobile broadband service providers. Particularly, we find that it is within our authority 
to “prescribe the nature of the service to be rendered by each class of licensed stations and each station 
within any class,” consistent with what the “public interest, convenience, and necessity requires” to apply 
open Internet rules to mobile broadband service providers.330 We seek comment on this interpretation of 
our Title III authority. ",The FCC believes it has authority to adopt open Internet rules for mobile broadband service providers.,
158,"III, F, 3",DISCUSSION,Legal Authority,Other Sources of Authority,,"Other Sources of Authority. We seek comment on other sources of authority that the 
Commission may utilize to underpin the adoption of these rules. For example, the Open Internet Order
delineated a number of arguments for authority under a variety of statutory provisions.331 We also seek 
comment on the theory that the Commission may underpin open Internet rules by using its discretion to 
define the scope of common carriage.332 In addition, we seek comment on the Commission’s authority to 
adopt rules under the World Trade Organization’s Basic Agreement on Trade in Telecommunications.333 
We seek comment on the efficacy of those, and other justifications for the rules we propose adopting 
here. ",What other authorities can the FCC use to adopt the adoption of its proposed rules?,
159,"III, F, 4",DISCUSSION,Legal Authority,Constitutional Considerations,,"Finally we seek comment on other legal limitations and barriers to adoption of the rules 
we propose today, including First Amendment and Due Process considerations. In the Open Internet 
Order, the Commission concluded that “broadband providers typically are best described not as 
‘speakers,’ but rather as conduits for speech,” and that the open Internet rules therefore did not implicate broadband providers’ First Amendment rights.334 The Commission also found that even if the rules “did 
implicate expressive activity, they would not violate the First Amendment”335 because they would 
advance an important government interest—“ensur[ing] the public’s access to a multiplicity of 
information sources and maximiz[ing] the Internet’s potential to further the public interest”—without 
burdening “‘substantially more speech than is necessary.’”336 We seek comment on these findings. We 
do not anticipate constitutional, statutory, or other legal barriers to adopting the rules we propose today, 
but we nonetheless seek comment on these matters. Are there modifications we could make to the 
proposals we make today that would avoid constitutional questions? ",What legal limitations are there to adopting the FCC's proposed rules?,
160,"III, G",DISCUSSION,Other Laws and Considerations,,,"The Open Internet Order provided that the open Internet rules did not alter broadband 
providers’ rights or obligations with respect to other laws or safety and security considerations.337 The 
Commission further established that the rules did not prohibit broadband providers from making 
reasonable efforts to address transfers of unlawful content and unlawful transfers of content.338 We 
tentatively conclude that this continues to be the correct approach in light of the rules proposed in today’s 
Notice. We therefore propose to retain these regulations without modification. We seek comment on this 
tentative conclusion.","The Open Internet Order does not stop broadband providers from stopping unlawful content or transfers,  the FCC believes, but it asks for comment.",
161,"III, H, 1",DISCUSSION,Enforcement and Dispute Resolution,Background,,"The Open Internet Order allowed parties to file informal complaints pursuant to section 
1.41 of the Commission’s rules and promulgated a set of formal complaint rules.339 The formal complaint 
rules give the Commission flexibility to shift the burden of proof or production where appropriate and to 
structure and streamline the process to the extent possible.340 Due to the technical nature of potential 
disputes, however, the Open Internet Order stressed the importance of direct negotiations and 
consultation with independent technical bodies in hope that parties would be able to resolve disputes 
before availing themselves of the complaint processes.341 Thus, the policy of the Commission has been to 
encourage the filing of informal, rather than formal, complaints, and thus it was not surprising that the 
Commission did not receive any formal complaints following the adoption of the Open Internet Order. 
As noted above, the Commission has received many informal complaints from consumers alleging 
violations of the Open Internet Order. In addition, the Commission takes notice of public commentary 
and events, which may lead the Enforcement Bureau to initiate its own investigation. We seek comment 
on the efficiency and functionality of the complaint processes adopted in, and used pursuant to, the Open 
Internet Order. ",The FCC has enouraged the filing of informal complaints instead of formal complaints. ,
162,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,,"The Verizon decision and our earlier data roaming rules provide a blueprint for the 
creation of a dispute resolution process to govern the rules we propose today to protect and promote the 
open Internet. Of course, there are significant potential differences between the data roaming and open 
Internet environments. For example, in Cellco, the D.C. Circuit considered a circumstance in which an 
identified party, a wireless carrier, would desire to enter into a business arrangement with another 
identified party, another wireless carrier. The rule at issue was designed to create circumstances that both 
incented individualized bargaining and, in specific circumstances, curbed the limits of such negotiation 
where necessary to serve the public interest. A similar circumstance could arise in the open Internet 
context, if for example, an app developer wished to enter into a contractual arrangement with a broadband 
provider. But it is just as possible that the entity that feels aggrieved by an alleged violation of an open 
Internet rule does not seek a direct contractual relationship with a broadband provider. That could arise, 
for example, if a website is blocked or if an edge provider feels that it is being harmed by differential 
treatment afforded by a broadband provider to its own affiliate. For this reason, the dispute resolution 
mechanism adopted by the Commission to enforce our proposed open Internet rules should be designed to 
operate between parties that do not necessarily desire to enter into a binding agreement. ",The proposed dispute resolution process should be designed to operate between parties that do not necessarilly want to entire into a binding agreement.,
163,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,,"We tentatively conclude that an effective institutional design for the rules proposed in 
today’s Notice must include at least three elements. First, there must be a mechanism to provide legal 
certainty, so that broadband providers, end users and edge providers alike can better plan their activities in 
light of clear Commission guidance. Second, there must be flexibility to consider the totality of the facts 
in an environment of dynamic innovation. Third, there must be effective access to dispute resolutions by 
end users and edge providers alike. We seek comment on these elements. Are there others that should be 
considered? Should any be eliminated? What forms of dispute resolution would be the best strategy to 
implement “data-driven decision-making”?342 ",Comment is requested on three elements proposed for the rules: a mechanism providing legal certainty; flexibility to consider the facts in a period of innovation; and effective dispute resolution.,
164,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Legal Certainty,"We believe we have ample legal authority to design an effective enforcement and dispute 
resolution process, whether the Commission ultimately relies on section 706, Title II, or another source of 
legal authority. We seek comment on whether and how, if at all, the source of the Commission’s legal 
authority would affect our dispute resolution and enforcement proposals.343 ",Does the FCC's legal authority affect its dispute resolution and renforcement proposals?,
165,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Legal Certainty,"The Commission has a responsibility to provide certainty, guidance, and predictability to 
the marketplace as we protect and promote the open Internet. The most important form of guidance is, of 
course, the adoption by the Commission of a particular legal standard in the forthcoming rulemaking. As 
with the “commercially reasonable” standard employed in our data roaming rule, the purpose of such a 
legal standard is allow broadband providers, end users, and edge providers to measure broadband-
provider conduct against a known rule of law, both prospectively and retroactively. Under the existing 
rules, formal complaints would also result in Commission orders that would both decide a specific 
complaint and provide useful guidance on the application of our proposed open Internet rules—
particularly in those cases where the adjudicated set of facts is representative of a larger industry practice. 
What other forms of guidance would be helpful? For example, is there value in establishing a business-
review-letter approach similar to that of the Antitrust Division of the Department of Justice, whereby 
entities concerned about certain practices under the new rules may ask the Commission for a statement of 
its current enforcement intentions with respect to that conduct and by which the Commission would 
publish both the request for review and its response?344 If adopted, would it make sense to have such a 
prospective review process be administered jointly by the Enforcement Bureau and the Office of General 
Counsel, or should such prospective reviews be considered by the full Commission? Should such 
guidance be binding or non-binding? How might petitions for declaratory ruling be helpful?
","Besides the adoption of a legal standard, what other forms of guidance would be helpful?",
166,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Legal Certainty,"Non-Binding Staff Opinions. Are there other mechanisms by which the Commission can 
provide guidance before broadband providers initiate practices that are within the scope of the open 
Internet rules? For example, the Commission could designate certain staff to offer parties non-binding 
views on the likelihood that a particular practice by a broadband provider is commercially reasonable or 
commercially unreasonable (assuming that were the applicable legal standard ultimately adopted). The 
Commission has some experience with this non-binding, advisory approach to interpretation of its 
rules.345 While this type of informal guidance from staff is not binding, it may provide parties with 
helpful information as they consider whether and how to resolve a dispute privately and outside of the 
complaint process. Should we establish a similar process for helping parties anticipate issues or resolve 
disputes that might arise under our proposed open Internet rules? If so, should the non-binding guidance 
be made public in any way, or should it provide a confidential basis for early consultation? We 
emphasize that these sorts of non-binding processes would always be in addition to, and not in lieu of, the 
right of parties to seek binding determinations from the Commission through the formal or informal 
complaint process, declaratory rulings, or other mechanisms we adopt to resolve disputes and allegations 
of violations of our open Internet rules. ",Should the FCC provide guidance to broadband providers that includes non-binding staff opinions?,
167,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Legal Certainty,"Enforcement Advisories. Another type of guidance can come in the form of enforcement 
advisories. For example, the Enforcement Bureau and the Office of General Counsel issued an 
enforcement advisory in 2011, providing additional insight into the application of the transparency rule.346
Is it helpful to have these bureaus issue such advisories periodically where issues of potential general 
application come to, or are brought to, their attention? Should such enforcement advisories be considered 
binding policy of the Commission, or merely a recitation of staff views?",Should enforcement advisories be binding or non-binding staff views?,
168,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Flexibility,"Our process for promoting and protecting Internet openness through the rules we propose 
today must be flexible enough to account for the totality of circumstances, including Internet evolution 
and innovation from all sources over time. In the Open Internet Order, the Commission stated that it 
would make certain determinations on a case-by-case basis.347 The Commission also stated in the Data 
Roaming Order that it would determine whether the terms and conditions of a proffered data roaming 
arrangement were commercially reasonable on a case-by-case basis, taking into consideration the totality 
of the circumstances.348 Based on the Commission’s precedent in using this decision-making process, we 
tentatively conclude that we will adopt a similar case-by-case analysis and consider the totality of the 
circumstances to consider alleged violations of our proposed open Internet rules. Such an approach 
would, for example, allow the Commission to consider any sources of innovation when analyzing 
whether conduct meets the legal standard ultimately adopted by the Commission. Moreover, this 
approach helps to ensure that, as new circumstances exist, the Commission and interested parties will be 
advantaged by a culture of learning that, drawing on the strengths of common-law reasoning, reflects the 
experiences of the present, as well as the logic of the past.349 We seek comment on whether the combination of a certain legal standard and a case-by-case approach provides the best means of both 
providing guidance and cabining administrative discretion, while ensuring that a system of dispute 
resolution is both focused on facts and founded on the strengths of common-law reasoning.
",The rules must flexible enough to take into account case-by-case canges.,
169,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Flexibility,"Fact Finding Processes. In implementing either an informal or formal complaint 
process, how should the Commission structure its fact-finding processes? What level of evidence should 
be required in order to bring a claim? Are there other circumstances where initial pleading standards or 
burdens of production should be either higher or lower? In general, what is the showing required for the 
burden of production shift from the party bringing the claim to the other party in a dispute? Should 
interim relief be available? Should the process permit parties to seek expedited treatment of claims and, if 
so, under what circumstances?",How should the fact-finding processes for formal or informal complaints be structured?,
170,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,Effective Access to Dispute Resolution,"To be effective in protecting and promoting Internet openness, the process for enforcing 
the rules we propose today must be accessible to a diverse array of affected parties. As noted above, the 
Open Internet Order contemplated informal and formal complaints but did not include any alternative 
mechanisms for either providing guidance beforehand or resolution in the wake of a challenge to an 
existing practice. But, as also noted above, the rules proposed in today’s Notice will operate in an 
environment in which a complaining party may not have sought, or may not even want, to enter into a 
contractual arrangement with a broadband provider. Moreover, the ability of edge providers to effectively 
access a dispute resolution is important to the administrative effectiveness of any legal regime that the 
Commission might adopt. To what extent should the structure of edge provider market segments impact 
the kind of regime that the Commission adopts? For example, although 17 broadband access providers 
accounted for about 93 percent of U.S. retail subscribers in 2013,350 near the end of that year there were 
almost 900 app developers that each served more than one million active users globally.351 And app 
developers as a group may be quite a bit smaller than broadband providers; one estimate in 2013 
calculated that 65 percent of app developers garner less than $35,000 per year.352 Moreover, individuals 
are themselves quite capable of serving as edge providers, for example aspiring musicians who upload 
videos to sites such as YouTube.353 ",Enforcement of rules must be accessible to all parties involved.,
171,"III, H, 2",DISCUSSION,Enforcement and Dispute Resolution,Designing an Effective Enforcement Process,,"How can a dispute resolution system be best structured to account for individuals and 
small businesses that may not have the same legal resources and effective access to the Commission as 
broadband providers? We propose to create an ombudsperson whose duty will be to act as a watchdog to 
protect and promote the interests of edge providers, especially smaller entities. Should initial pleading or 
procedural requirements be adopted that make access to Commission processes by individuals or small 
businesses less cumbersome? ","An ombudsman is proposed to help even the playing field for consumers and small businesses, without deep legal resources.",
172,"III, H, 3",DISCUSSION,Enforcement and Dispute Resolution,"Complaint Processes, Enforcement, and Additional Forms of Dispute Resolution",,"Complaint Processes. We tentatively conclude that the same three means by which the 
Commission focused on potential open Internet violations after the adoption of the Open Internet Order, 
namely self-initiated investigation, informal complaints, and formal complaints, should be used as well to 
enforce any new open Internet rules. We seek comment on this tentative conclusion. Are there ways we 
can improve our informal complaint process to make it easier to access and more effective, especially for 
consumers and small businesses with limited resources? For example, should the 
Commission create a separate Open Internet complaint category for consumers filing informal complaints 
under the open Internet rules? Should the Commission permit individuals to report possible 
noncompliance with our Open Internet rules anonymously or take other steps to protect the identity of 
individuals who may be concerned about retaliation for raising concerns? ","Complaint Processes: Should the FCC expand the means of investigating potential open Internet violations from the current self-initiated investigation, informal complaints, and formal complaints?",
173,"III, H, 3",DISCUSSION,Enforcement and Dispute Resolution,"Complaint Processes, Enforcement, and Additional Forms of Dispute Resolution",,"Enforcement. We tentatively conclude that enforcement of the transparency rule and any 
enhanced transparency rule that is adopted in this proceeding should proceed under the same dispute 
mechanisms that will apply to the proposed no-blocking rule and the legal standard for provider practices 
ultimately adopted by the Commission. We also tentatively conclude that violations of the rules would be 
subject to forfeiture penalties, as appropriate, under the Act. We seek comment on these tentative 
conclusions. ",Enforcement: Transparency violations should be handled the same way as no-blocking and other legal standards from the FCC.,
